Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2022,July,Central America,Central America,Nicaragua,,1,1,0,0,1,0,Mixed or unknown,,"Unspecified location in San Fransisco Ixhuatan, Oaxaca, Mexico","Texas Nicaraguan Community fb page, Radio Corporacion","16.358606, -94.465623",Central America
Incident,2022,August,Sub-Saharan Africa,Mediterranean,Unknown,2,0,2,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore at Al Farwa Island, 4 KM North of Abu Kammash, Libya",IOM Libya,"33.11950476, 11.705056",Uncategorized
Incident,2022,August,Southern Asia (P),Mediterranean,Unknown,,25,25,11,0,0,0,Drowning,Central Mediterranean,"Off Zuwara, Libya",IOM Libya,"33.0350156, 12.225295",Uncategorized
Incident,2022,August,Northern Africa,Mediterranean,"Egypt,Mixed,Sudan",11,10,21,6,0,0,0,Drowning,Central Mediterranean,"East Tolmeitha, 100 KM East Benghazi, Libya","Egyptian Ministry of Emigration, Safety Authority via IOM Libya","32.7065101, 20.935586",Uncategorized
Incident,2022,August,Sub-Saharan Africa,Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore 7KM West of Sabratha DP, Sabratha, Libya",IOM Libya,"32.81545615, 12.434809",Uncategorized
Incident,2022,August,Western Asia (P),Europe,Unknown,1,0,1,0,0,0,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Found in the sheeted trailer of a truck parked at the logistic hub in the village of Agnadello, Cremona, Lombardy, Northern Italy","Infomigrants, Juan Baba","45.44494434, 9.557405",Southern Europe
Incident,2022,August,South-eastern Asia,South-eastern Asia,Myanmar,4,0,4,9,1,2,1,Vehicle accident / death linked to hazardous transport,,"Highway 323, Three Pagoda Pass, Moo 3 village, tambon Nong Lu, Sangkhla Buri district, Kanchanaburi province, Thailand - at around 4:00AM","Bankok Post, Thai PBS World","15.15067925, 98.445619",South-eastern Asia
Incident,2022,August,Northern Africa,Mediterranean,Morocco,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Mediterranean,"In the trunk of a car at the port of Algeciras, Cádiz, Spain","TelQuel, EuropaSur, Press Tetouan","36.12912753, -5.44337",Uncategorized
Incident,2022,August,Northern Africa,Mediterranean,Algeria,5,8,13,1,2,7,3,Drowning,Western Mediterranean,"Unspecified location in the Mediterrenean off the Southeastern coast of Spain - presumed embarkation on 21 August from Chlef, Algeria","Francisco Jose Clemente Martin, Algerie 360, Ennahar Online, Echorouk Online, Información","37.93439938, 0.312594",Uncategorized
Incident,2022,September,Unknown,Europe,Unknown,4,0,4,8,0,0,0,Vehicle accident / death linked to hazardous transport,Western Balkans,"Car fell into river Répce from a bridge on the outskirts of Kapuvár, Győr-Moson-Sopron, Hungary","The Bupadest Times, Daily News Hungary","47.58439805, 17.030619",Eastern Europe
Incident,2022,September,Mixed,Mediterranean,"Egypt,Mixed",1,20,21,37,1,0,1,Drowning,Central Mediterranean,"7 kilometers North of Zuwara, Libya - at 02:00hrs",IOM Libya,"32.98804394, 12.142747",Uncategorized
Incident,2022,August,Northern Africa,Northern Africa,Egypt,1,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location in the Libyan desert, Libya on the Egyptian border",IOM Libya,"29.36868575, 23.953997",Northern Africa
Incident,2022,August,South America,Central America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Bravo river in Piedras Negras, Coahuila (Rio Bravo Islets), Mexico","El Carabobeño, Diario La Nacion ","28.67967913, -100.506575",Central America
Incident,2022,August,Central America,North America,Honduras,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"La Paloma Ranch, Near US-57, Eagle Pass, Maverick County, Texas 78852, United States of America ","K911 Noticias, Zócalo","28.92597325, -99.928923",Northern America
Incident,2022,August,Central America,North America,Nicaragua,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Border wall at San Luis, Yuma County, Arizona, United States of America","100% Noticias Nicaragua, articulo 66 Nicaragua","32.45077052, -114.650595",Northern America
Incident,2022,August,Central America,North America,Costa Rica,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Arizona Desert, Arizona, United States of America","Teletica, CR Hoy","32.27009787, -113.582187",Northern America
Incident,2022,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Bravo River in Lehmann Ranch, Eagle Pass, Maverick County, Texas, United States of America",Zócalo,"28.812734, -100.54461",Northern America
Incident,2022,August,Central America,Central America,Honduras,1,0,1,0,0,1,0,Violence,,"kilometer 279 of the route to Río Dulce, Izabal, Rio Dulce, Guatemala","Sonora Guatemala, Juan Victor C (Journalist)","15.6573485, -88.999973",Central America
Incident,2022,January,Unknown,Western Asia,Unknown,2,0,2,0,0,0,0,Drowning,Türkiye-Europe land route,"The Evros River near Sarıcaali Village, Türkiye",IOM Türkiye Edirne,"40.992025, 26.347466",Western Asia
Incident,2022,April,Unknown,Western Asia,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Türkiye-Europe land route,"Outside of the villge of Çağalayık/Kırklareli Merkez/Kırklareli, Türkiye","IOM Türkiye Edirne, Sondakika, DHA","42.038168, 27.349453",Western Asia
Incident,2022,April,Unknown,Western Asia,Unknown,1,0,1,0,1,0,0,Drowning,Türkiye-Europe land route,"Evros River near Ipsala Custom Gate, Ipsala, Edirne, Türkiye",IOM Türkiye Edirne from Ipsala Gendarmerie,"40.941172, 26.321768",Western Asia
Incident,2022,June,Southern Asia,Europe,Afghanistan,2,0,2,0,0,2,0,Drowning,Türkiye-Europe land route,"Greek side of the Evros River near Saçlımüsellim village, Meriç district, Türkiye",IOM Türkiye Edirne,"41.420306, 26.62732",Eastern Europe
Incident,2022,July,Western Asia,Europe,Syrian Arab Republic,2,0,2,180,0,1,0,Violence,Türkiye-Europe land route,"Unspecified location, Greek Side of the Evros River near Edirne Merkez, Türkiye",IOM Türkiye Edirne via Topsöğüt Infantry Brigade,"41.670849, 26.480625",Eastern Europe
Incident,2022,July,Southern Asia,Europe,Iran (Islamic Republic of),1,0,1,1,0,1,0,Drowning,Türkiye-Europe land route,"Unspecified location, Greek Side of the Evros River near Uzunköprü, Edirne, Türkiye",IOM Türkiye Edirne,"41.339151, 26.618384",Eastern Europe
Incident,2022,August,Southern Asia,Western Asia,Afghanistan,1,0,1,0,0,1,0,Drowning,Türkiye-Europe land route,"Mutlu River between Bulgaria and Türkiye  near Begendik, Demirkoy, Türkiye","IOM Türkiye Edirne, SonDakika","41.978678, 28.01007",Western Asia
Incident,2022,September,Northern Africa,Mediterranean,Tunisia,3,1,4,15,0,0,0,Drowning,Central Mediterranean,"40 KM off the port of Gabes, Tunisia","Mosaique FM, IFM, Al Chourouk, InfoMigrants, Tunisie Numerique","34.22145134, 10.691039",Uncategorized
Incident,2022,August,Northern Africa,Mediterranean,Tunisia,5,13,18,0,0,0,0,Drowning,Central Mediterranean,"Unspecified location in the Mediterrenean, last contact near Sardegna, Italy -  embarkation from Labrach, Bizerte, Tunisia","Imed Soltani, Al Araby, Nessma TV","38.63953389, 9.547641",Uncategorized
Incident,2022,September,Southern Asia,Southern Asia,Afghanistan,1,0,1,4,0,1,0,Violence,,"At the Spin Boldak-Chaman border crossing point, Chaman, Pakistan","Etilaatroz, Voice of Afghan","30.94999841, 66.433414",Southern Asia
Incident,2022,September,Southern Asia,Southern Asia,Afghanistan,1,0,1,1,0,0,1,Violence,,"Died in hospital after shooting at the Spin Boldak-Chaman border crossing point, Chaman, Pakistan","Etilaatroz, Shafaqna, ARY News Chaman","30.94999841, 66.433414",Southern Asia
Incident,2022,September,Western Africa,Mediterranean,Liberia,1,0,1,6,0,1,0,Drowning,Eastern Mediterranean,"At the depth of 2 meters and 15 meters off the coast of Kuşadası near National Park Sazlık Bay, Aydın, Türkiye",Turkish Coast Guard and UNHCR via IOM Turkey,"37.70176877, 27.18532",Uncategorized
Incident,2022,September,Sub-Saharan Africa (P),Northern Africa,Unknown,1,0,1,55,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa / Atlantic route to the Canary Islands,"Off Fuerteventura, Canary Islands, Spain",1-1-2 Canarias,"28.26104543, -13.889064",Uncategorized
Incident,2022,September,Western Asia,Mediterranean,Syrian Arab Republic,1,0,1,61,0,0,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Mediterranean,"Declared dead in hospital following rescue operation South Chania, Crete, Greece - boat sailed from East Lebanon 26 Aug towards Italy and broke down in Maltese SAR Zone - survivors disembarked in Kalous Limenes port, Crete","Hellenic Coast Guard, IOM Greece, Alarm Phone, Malta Today","35.48098868, 24.016126",Uncategorized
Incident,2022,September,Unknown,Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Western Mediterranean,"Remains washed ashore at Stehat beach, Chefchaouen, Morocco","Press Tetouan, Assafir","35.35097737, -4.958829",Uncategorized
Incident,2022,April,Central America,Central America,Honduras,1,0,1,0,0,1,1,Drowning,US-Mexico border crossing,"Rio Bravo near Camino Real International Bridge,Piedras Negras, Coahuila, Mexico",Hondudiario,"28.69749259, -100.511041",Central America
Incident,2022,April,Central America,North America,Mexico,1,0,1,0,0,1,0,Accidental death,US-Mexico border crossing,"Near La Paloma,Cameron County, Texas",5 KRGV News,"26.03463634, -97.672268",Northern America
Incident,2022,September,Northern Africa,Mediterranean,Tunisia,12,8,20,17,0,0,0,Drowning,Central Mediterranean,"7 nautical miles off the coast of Chebba, Mahdia, Tunisia - embarkation from Awabed, Sfax the night before","Maritime Guarde Nationale, Reuters, Assarih, Al Araby","35.26735838, 11.283964",Uncategorized
Incident,2022,September,Unknown,Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore at Bougrar beach, Daryanah, Libya",LRC via IOM Libya,"32.36134834, 20.319971",Uncategorized
Incident,2022,September,Unknown,Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore at Tolmeitha, Libya",LRC via IOM Libya,"32.70329195, 20.931953",Uncategorized
Incident,2022,September,Unknown,Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore at Surman, Libya",IOM Libya,"32.79483412, 12.57296",Uncategorized
Incident,2022,September,Unknown,Mediterranean,Unknown,3,0,3,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore at Plage Oamarit and Rass Marmour, Hassi El Jerbi, Zarzis, Tunisia","Diwan FM, Shems FM","33.60111971, 11.067681",Uncategorized
Incident,2022,September,Latin America / Caribbean (P),Central America,Unknown,2,0,2,0,0,2,0,Drowning,US-Mexico border crossing,"Bravo River near Aquiles Serdan Colony, Reynosa Tamaulipas, Mexico","INM, MINEX Guatemala, Lado MX","26.07497153, -98.251882",Central America
Incident,2022,September,Central America,Central America,Guatemala,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Bravo River in La Herradura, City , Gustavo Diaz Ordaz, Tamaulipas, Mexico","INM, MINEX Guatemala, Lado MX, La Jornada de San Luis","26.25766723, -98.595828",Central America
Incident,2022,September,Central America,North America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Waterway south of Conway Avenue, near a recreational trail known as the Mission Hike and Bike Trail,Mission, Hidalgo County, Texas",Telemundo 40 McAllen,"26.18991745, -98.33119",Northern America
Incident,2022,August,South America,Central America,Colombia,1,0,1,0,0,1,0,Violence,,"Zacatecas General Hospital, Zacatecas, Mexico","The Barranquilla Grid, NTR Zacatecas","22.77858863, -102.620059",Central America
Incident,2022,July,South America,South America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"Santiago, Metropolitan Region, Chile",El Pitazo,"-33.42857548, -70.664554",South America
Incident,2022,August,South America,North America,Ecuador,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Nevada Desert, Nye County, Nevada, United States of America",El Universo,"36.95933519, -116.371791",Northern America
Incident,2022,September,Western Asia,Mediterranean,Syrian Arab Republic,,6,6,26,2,0,3,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,"Unspecified location in the Mediterranean - departure from Türkiye on 30 August, rescued by comercial ship after more than a week at sea, disembarked in Pozzallo, Sicily, Italy","IOM Italy, UNHCR","36.70254743, 14.856567",Uncategorized
Split Incident,2022,September,Western Asia,Mediterranean,"Syrian Arab Republic,Unknown",6,5,11,73,1,3,7,Drowning,Eastern Mediterranean,"Off the coast of  off the coast of Marmaris/Kızılburun, Mugla, Türkiye - departure from Tripoli, Lebanon on 10 September, aiming for Italy","Türkiye Minister of Interior, Turkish Coast Guard, IOM Türkiye, Reuters","36.58069137, 28.319872",Uncategorized
Incident,2022,September,Sub-Saharan Africa (P),Northern Africa,Unknown,1,0,1,34,1,0,0,Violence,Western Africa / Atlantic route to the Canary Islands,"Akhfennir beach, between Tarfaya and Akhfennir, Morocco","Helena Maleno, Association Marocaine des Droit Humains, Bladna24, El Confidencial, InfoMigrants","28.0969, -12.050617",Uncategorized
Incident,2022,September,Eastern Africa,Southern Africa,Ethiopia,1,0,1,43,0,1,0,Sickness / lack of access to adequate healthcare,,"Kenneth Kaunda International Airport, Lusaka, Zambia","News.es, independent.co.ug","-15.32483122, 28.448918",Southern Africa
Incident,2022,August,Central America,Central America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo in Heroica de Matamoros, Tamaulipas, Mexico","Es Noticia Veracruz, Cambio Digital","25.89370734, -97.496716",Central America
Incident,2022,August,Latin America / Caribbean (P),Central America,Unknown,2,0,2,0,0,2,0,Drowning,US-Mexico border crossing,"Rio Bravo in Piedras Negras, Coahuila, Mexico ",Zócalo,"28.711032, -100.50994",Central America
Incident,2022,January,Caribbean,Central America,Haiti,3,0,3,0,0,1,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Darien,"Near San Vicente, Darien Gap, Darien Province, Panamá",BBC News Mundo,"8.552428039, -78.020445",Central America
Incident,2022,August,Caribbean,Caribbean,Cuba,2,5,7,8,0,1,0,Drowning,Caribbean to US,"International Waters, Caribbean Sea, 14 miles off the Florida Keys","Cibercuba, Cubita Now","24.122296, -82.098687",Uncategorized
Incident,2022,September,Northern Africa (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Remains washed ashore at Benzu Beach, Ceuta, Spain","La Verdad de Ceuta, EFE","35.91669604, -5.371465",Uncategorized
Incident,2022,September,Northern Africa (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Remains washed ashore at La Ribera Beach, Ceuta, Spain","La Verdad de Ceuta, EFE","35.886838, -5.316293",Uncategorized
Incident,2022,September,Northern Africa (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Remains washed ashore at La Ribera Beach, Ceuta, Spain","La Verdad de Ceuta, EFE","35.886838, -5.316293",Uncategorized
